precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_precip_mm,total_cases,ndvi
79.74,297.447142857,45.96,92.1242857143,61.0,1,0.293089275
42.05,296.76,62.52,97.9714285714,85.9,3,0.317303575
42.12,298.07285714299996,115.99,93.66285714290001,31.2,1,0.10204643999999999
50.5,295.97571428599997,47.1,93.15857142860001,18.0,1,0.1432571
30.08,294.85,18.08,91.5042857143,6.1,0,0.245612125
45.69,296.268571429,59.4,96.62142857139999,58.2,2,0.20906192499999998
72.04,296.741428571,134.66,96.02571428569999,76.1,1,0.11721607499999998
30.09,296.4,73.01,93.9828571429,13.6,1,0.16773572499999997
13.27,296.187142857,12.9,88.81,6.4,0,0.274173825
111.18,296.742857143,57.87,95.86,79.8,0,0.22759284999999999
89.88,296.458571429,61.8,93.7957142857,93.5,1,0.23864585
0.0,296.542857143,9.4,86.5242857143,1.3,0,0.26080715
0.0,296.54571428599996,7.47,85.6557142857,0.0,3,0.191441075
62.84,296.078571429,27.33,93.05571428569999,44.2,3,0.21626784999999998
52.36,296.54571428599996,47.59,92.77714285709999,18.1,1,0.282362525
44.63,297.044285714,39.0,92.04857142860001,36.4,5,0.34022085
32.45,297.31,143.35,91.09285714290002,18.1,2,0.2156643
26.03,297.214285714,39.69,90.72714285709999,11.0,5,0.44150715
12.88,299.228571429,33.0,78.2771428571,7.9,5,0.31068212500000003
58.2,298.57428571400004,37.0,84.49142857140001,44.0,5,0.31743095
34.59,298.531428571,29.0,83.05,8.1,9,0.326733325
86.14,296.921428571,59.1,92.6528571429,16.5,17,0.250533325
65.43,297.588571429,53.5,88.52571428569999,50.1,19,0.259833325
61.38,297.66,63.27,90.18142857139999,26.9,25,0.37536607499999997
24.28,299.178571429,121.3,79.5028571429,1.0,45,0.379975
69.47,300.101428571,53.9,78.4542857143,57.7,34,0.181369025
69.39,298.35,67.9,88.85714285709999,24.9,63,0.2886964
52.65,297.86714285700003,111.9,93.8542857143,24.2,44,0.27181072500000003
43.6,298.372857143,149.1,92.6085714286,0.0,50,0.19395715
57.85,298.464285714,107.48,95.29,109.0,35,0.479860725
60.36,298.49857142900004,63.9,88.3285714286,42.6,16,0.326396425
59.44,298.89,199.52,94.1414285714,10.6,16,0.18722497500000002
81.11,298.53,90.68,95.26,59.0,13,0.27858215
45.03,298.111428571,139.55,94.64,80.0,9,0.172191675
64.03,298.651428571,53.25,88.5514285714,17.2,15,0.29252775
70.92,298.528571429,57.61,91.77714285709999,51.0,4,0.209896425
55.11,299.55714285700003,41.6,81.86857142859999,0.5,0,0.22749999999999998
41.47496802553835,297.57887818469493,15.744479948004225,82.35727602314604,4.798640724901109,1,0.146421425
52.28,297.72571428599997,93.55,95.22285714290001,86.1,10,0.20911834999999998
72.03,296.682857143,149.77,98.61,72.8,11,0.214521425
76.16,296.55,53.81,92.46714285709999,11.2,29,0.2011
118.54,297.495714286,66.1,94.92857142860001,67.8,35,0.17315414999999998
149.06,297.405714286,93.3,97.00714285709999,44.1,30,0.255896425
60.51,297.32285714299996,48.72,94.2342857143,14.0,20,0.151207125
124.8,297.685714286,124.0,92.9057142857,111.4,21,0.17702497500000003
147.44,297.391428571,102.72,95.12142857139999,84.1,12,0.29939417500000004
58.56,297.844285714,87.28,94.37857142860001,49.1,9,0.355839275
97.8,297.05857142900004,108.83,98.1342857143,0.0,11,0.20242857500000003
106.68,297.36571428599996,66.83,95.70857142860001,14.3,9,0.1912744
100.78,297.152857143,49.93,94.9028571429,45.0,5,0.2629476
131.17,297.245714286,63.3,96.3957142857,19.0,11,0.0841553575
133.47,297.89,50.64,89.67285714290001,134.9,3,0.14461427500000001
99.77,296.635714286,74.5,97.3,87.3,5,0.198392875
52.74,297.54571428599996,62.74,96.66428571430001,41.2,5,0.211146425
99.89,297.404285714,93.8,95.0785714286,30.8,4,0.295667875
30.73,297.562857143,59.5,95.1,44.0,4,0.23209997500000001
38.51,297.607142857,46.43,93.29857142860001,11.2,1,0.226460725
66.46,297.724285714,39.89,91.79,50.5,0,0.275578575
40.04,296.70428571400004,73.0,97.74285714290001,19.3,2,0.197825625
42.22,296.125714286,53.91,95.50714285709999,6.489967368662926,3,0.10754999750000001
8.74,295.104285714,112.31,94.13,23.9,3,0.171964275
43.32,296.031428571,45.97,93.9714285714,21.0,5,0.33601072499999995
141.65,297.217142857,66.41,94.55571428569999,40.6,2,0.22906725
68.15,296.452857143,55.5,94.53857142860001,14.0,1,0.20145712500000001
91.4,296.065714286,39.67,95.38571428569999,2.0,2,0.326377975
65.19,296.527142857,40.1,94.6242857143,38.9,0,0.27186785
35.82,296.525714286,12.93,88.23,20.4,0,0.23148332500000002
51.77,297.087142857,39.3,89.9714285714,32.0,3,0.14474640000000003
9.79,297.37,34.4,87.8114285714,44.24876134950754,5,0.408483325
35.23,298.357142857,43.2,87.11,20.1,5,0.37932855
6.52,298.67714285700004,25.3,80.64,1.0,7,0.23850355
95.83,298.99714285700003,45.34,88.1771428571,27.2,5,0.22368215000000002
83.02,297.388571429,78.37,94.99285714290001,47.5,2,0.50398215
13.74,299.85571428599997,9.3,75.2328571429,6.1,2,0.22202917500000002
40.17,299.47,23.01,78.11857142859999,0.8,2,0.2706038
78.68,299.32428571400004,33.0,83.7628571429,8.1,0,0.28026785
57.18,298.034285714,79.1,91.5757142857,33.1,2,0.237042825
20.58,298.707142857,43.94,89.31,29.4,1,0.265432125
30.49,299.737142857,18.1,79.2228571429,11.2,1,0.288825
82.59,298.85571428599997,67.4,90.65714285709998,137.1,2,0.3323107
77.38,298.678571429,84.54,93.8085714286,11.2,2,0.2769982
45.79,299.161428571,47.31,90.3728571429,3.5,3,0.3461006
96.23,300.321428571,31.65,84.3114285714,88.2,9,0.39919642499999997
29.72,300.48571428599996,47.0,80.7871428571,39.1,5,0.37450000000000006
38.17,299.455714286,60.7,89.5942857143,17.0,5,0.32673452499999994
73.45,298.762857143,134.43,91.70857142860001,49.0,4,0.355
85.62,299.198571429,49.32,87.75285714290001,41.9,4,0.227875
81.21,298.347142857,208.87,92.95857142860001,54.1,1,0.22549285
98.79,297.18142857099997,66.3,96.88571428569999,31.2,0,0.24723715
52.67628133904949,299.03268575439114,-119.04647324331938,83.27898646716355,58.19408134454344,0,0.25009176811859535
27.04,299.26428571400004,8.5,78.27142857140001,90.88595516929567,10,0.150753575
32.99,298.297142857,144.6,89.80714285709999,15.0,9,0.14760715
19.04,298.92571428599996,31.2,87.6414285714,0.8,17,0.243178575
138.51,298.291428571,65.76,91.79857142860001,166.0,16,0.243507125
47.31,298.754285714,95.83,90.64857142860001,62.3,11,0.142368475
78.25,298.25142857099996,172.7,96.5157142857,14.5,12,0.205592825
32.19,299.648571429,54.2,88.3657142857,60.9,19,0.25360715
84.67,298.917142857,288.4,94.91571428569999,29.9,15,0.28062855
80.58,298.337142857,144.98,97.7,9.9,12,0.142927525
57.78,298.837142857,86.1,96.25,44.5,12,0.31795
121.2,299.19142857099996,191.76,96.1242857143,22.9,16,0.29217142500000004
51.29,299.004285714,214.9,93.08285714290001,20.0,9,0.28981547500000004
49.8,299.00285714299997,24.25,88.7071428571,16.0,4,0.18559405
93.76,299.11571428599996,164.7,95.1828571429,5.739344686781723,9,0.244496425
17.33,298.305714286,150.8,93.6557142857,18.0,6,0.15855
86.7,298.43857142900004,81.4,95.9957142857,51.1,8,0.27555712499999996
26.0,299.048571429,23.6,87.65714285709998,35.4,4,0.278685725
73.97,297.61714285700003,85.46,96.7128571429,8.1,2,0.278664275
59.4,297.278571429,87.3,97.44571428569999,32.0,7,0.151464275
1.15,297.648571429,8.8,78.9985714286,2.5,6,0.2595857
55.3,299.33428571400003,45.0,88.7657142857,27.0,5,0.3026268
86.47,298.33,207.1,91.6,36.6,8,0.17055712499999998
58.94,296.598571429,50.6,94.28,7.4,1,0.21929640000000003
59.67,296.345714286,62.33,94.66,16.0,1,0.296014275
63.22,298.097142857,36.9,89.08285714290001,20.4,4,0.280282125
